"","Faculty_1","Faculty_2","Faculty_3","Faculty_4","Faculty_5","Faculty_6","Faculty_7","Faculty_8","Faculty_99","Dept_Geo_1","Dept_Geo_2","Dept_Geo_3","Dept_Geo_4","Dept_Geo_5","Dept_Humanities_1","Dept_Humanities_2","Dept_Humanities_3","Dept_Humanities_4","Dept_Humanities_5","Dept_REBO_1","Dept_REBO_2","Dept_REBO_3","Dept_REBO_4","Dept_Science_1","Dept_Science_2","Dept_Science_3","Dept_Science_4","Dept_Science_5","Dept_Science_6","Dept_Science_7","Dept_FSW_1","Dept_FSW_2","Dept_FSW_3","Dept_FSW_4","Dept_FSW_5","Dept_FSW_6","Dept_FSW_7","Dept_FSW_8","Dept_FSW_9","Dept_FSW_10","Dept_FSW_11","Dept_FSW_12","Dept_FSW_13","Dept_DGK_1","Dept_DGK_2","Dept_DGK_3","Dept_DGK_4","Dept_Nonacademic_1","Dept_Nonacademic_2","Dept_Nonacademic_3","Dept_Nonacademic_4","Dept_Nonacademic_5","Dept_Nonacademic_6","Dept_Nonacademic_7","Position_1","Position_2","Position_3","Position_4","Position_5","Position_6","Position_7","Datatype_1","Datatype_2","Datatype_3","Datatype_4","Datatype_5","Datatype_6","Datatype_7","Datatype_8","Datatype_9","Datatype_10","Datatype_11","Datatype_99","Personaldata_type_1","Personaldata_type_2","Personaldata_type_3","Personaldata_type_4","Personaldata_type_5","Personaldata_type_6","Personaldata_type_7","Personaldata_type_8","Personaldata_type_9","Personaldata_type_10","Personaldata_type_99","Orgmeasures_1","Orgmeasures_2","Orgmeasures_3","Orgmeasures_4","Orgmeasures_5","Orgmeasures_6","Orgmeasures_7","Orgmeasures_8","Orgmeasures_9","Orgmeasures_10","Orgmeasures_11","Orgmeasures_12","Orgmeasures_13","Orgmeasures_14","Orgmeasures_15","Orgmeasures_16","Orgmeasures_99","Storage_medium_1","Storage_medium_2","Storage_medium_3","Storage_medium_4","Storage_medium_5","Storage_medium_6","Storage_medium_7","Storage_medium_8","Storage_medium_99","Consentforms_1","Consentforms_2","Consentforms_3","Consentforms_4","Consentforms_5","Consentforms_6","Consentforms_7","Consentforms_99","Consent_content_1","Consent_content_2","Consent_content_3","Consent_content_4","Consent_content_5","Consent_content_6","Consent_content_7","Consent_content_8","Consent_content_9","Consent_content_10","Consent_content_11","Consent_content_12","Consent_content_99","Consent_content_13","DPIA_experience_1","DPIA_experience_2","DPIA_experience_3","DPIA_experience_99","DPIA_Help_1","DPIA_Help_2","DPIA_Help_3","DPIA_Help_4","DPIA_Help_5","DPIA_Help_99","Share_outside_UU_1","Share_outside_UU_2","Share_outside_UU_3","Share_outside_UU_4","Share_outside_UU_5","Share_outside_UU_6","Share_measures_1","Share_measures_2","Share_measures_3","Share_measures_4","Share_measures_5","Share_measures_6","Share_measures_7","Share_measures_8","Share_measures_9","Share_measures_10","Share_measures_99","Data_publication_1","Data_publication_2","Data_publication_3","Publication_format_1","Publication_format_2","Publication_format_3","Reason_NoPub_1","Reason_NoPub_2","Reason_NoPub_3","Reason_NoPub_4","Reason_NoPub_5","Reason_NoPub_6","Reason_NoPub_7","Reason_NoPub_8","Know_PO","Lookedforhelp","Foundhelp","Sourcesused_1","Sourcesused_2","Sourcesused_3","Sourcesused_4","Sourcesused_5","Sourcesused_6","Sourcesused_7","Sourcesused_8","Sourcesused_9","Sourcesused_10","Sourcesused_11","Sourcesused_12","Sourcesused_13","Sourcesused_14","Sourcesused_15","Sourcesused_16","Sourcesused_17","Sourcesused_18","Sourcesused_19","Sourcesused_99","Obstacle","Better_support_1","Better_support_2","Better_support_3","Better_support_4","Better_support_5","Better_support_6","Better_support_7","Better_support_8","Better_support_9","Email","Duration"
"33","Geosciences","Humanities",NA,"Medicine (UMC Utrecht)",NA,NA,NA,NA,NA,"Earth Sciences",NA,"Sustainable Development",NA,"Other","History and Art History",NA,"Media and Culture Studies","Philosophy and Religious Studies","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student","PhD/junior/post-doc","Assistant/Associate Professor","Full/Emeritus professor","Teacher/Lecturer","Research supporter","Other","Textual data","Tabular data","Video data","Images","Audio data",NA,"Physiological measurements","Physical samples","Code/theoretical models","Geographical data","Other","None",NA,NA,"Sensitive direct identifiers",NA,NA,NA,NA,NA,NA,"Other",NA,NA,"Processing register","DPIA","Privacy review ",NA,NA,"Pseudonymisation/anonymisation",NA,"Transfer encryption","Retention policy","Privacy training ","Agreements","Non-disclosure agreement","Data deletion","Download/storage control",NA,"None",NA,"UU cloud drive","Non-UU cloud",NA,"Non-UU device",NA,NA,NA,"Not applicable","Yes; myself","Yes; approved by privacy or ethics",NA,"Yes; UU-wide template","No","Don't know what it is",NA,"Not applicable",NA,"Retention period",NA,"Processors/controllers","Sharing and reuse","Safeguards","Rights",NA,"Regular consent",NA,NA,NA,"Not applicable",NA,NA,NA,"No; never heard of it","Not applicable",NA,NA,NA,NA,NA,NA,"Yes; within EEA","Yes; outside EEA with adequacy","Yes; outside EEA without adequacy","No; only within UU","No sharing at all","Other","Pseudonymisation","Privacy officer","RDM/data manager","Data transfer agreement","Data processing agreement","Approved tool","Access without transfer","Standard Contractual Clauses",NA,"None","Not applicable","Yes; whole dataset","Yes; only metadata","No","Anonymised","Pseudonymised","Not anonymised/pseudonymised",NA,NA,NA,"Too large",NA,NA,NA,"Other","No","Not yet",NA,NA,NA,NA,NA,"DPA website",NA,"Other website",NA,NA,"DPO",NA,"RDM support","Information Security","Colleagues","UU training",NA,"Cannot find information",NA,NA,"Not applicable","Not sure",NA,"Tooling","Information",NA,NA,"Support visibility",NA,"UU-wide policy","Other","No",1
"34",NA,NA,NA,NA,"Science",NA,"Veterinary Medicine","Other","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biology","Physics",NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biomolecular Health Sciences",NA,"Population Health Sciences",NA,"Centre for Academic Teaching","University College Roosevelt",NA,"University Library",NA,"Information Technology Services",NA,"Student",NA,"Assistant/Associate Professor","Full/Emeritus professor","Teacher/Lecturer","Research supporter",NA,"Textual data","Tabular data","Video data","Images","Audio data","Bio-medical samples and data","Physiological measurements","Physical samples","Code/theoretical models",NA,NA,NA,"I don’t know what personal data is",NA,NA,NA,NA,NA,"Contact information",NA,NA,"Other",NA,"DMP","Processing register","DPIA","Privacy review ","Access control","Access logging","Pseudonymisation/anonymisation",NA,"Transfer encryption","Retention policy","Privacy training ","Agreements","Non-disclosure agreement","Data deletion","Download/storage control","Other","None",NA,"UU cloud drive",NA,"UU device","Non-UU device",NA,NA,"Other",NA,"Yes; myself","Yes; approved by privacy or ethics",NA,NA,NA,"Don't know what it is","Other","Not applicable","Which data used","Retention period",NA,NA,NA,"Safeguards","Rights","DPO contact","Regular consent","Further processing consent",NA,NA,"Not applicable",NA,"Yes","No; but familiar","No; never heard of it","Not applicable","Yes; RDM","Yes; Privacy Officer","Yes; Legal Affairs","Yes; other","No","Not applicable","Yes; within EEA",NA,NA,"No; only within UU","No sharing at all","Other",NA,NA,NA,"Data transfer agreement",NA,NA,"Access without transfer",NA,NA,NA,NA,NA,"Yes; only metadata","No",NA,NA,NA,NA,"Don't know if allowed to","Don’t know how","Too large","No legal basis","No anonymisation possible","Still working on data","Other","No","Not yet",NA,"UU website","Faculty website","Intranet","Tooladvisor","DPA website",NA,"Other website","Privacy officer","Legal Affairs","DPO",NA,"RDM support","Information Security","Colleagues",NA,"External training","Cannot find information","Never search information",NA,"Not applicable","(Almost) never",NA,"Tooling",NA,NA,"Trainings","Support visibility",NA,"UU-wide policy","Other","No",0
"35","Geosciences","Humanities","Law Economics and Governance","Medicine (UMC Utrecht)","Science","Social and Behavioural Sciences","Veterinary Medicine","Other","None","Earth Sciences","Physical Geography",NA,"Human Geography and Spatial Planning","Other","History and Art History",NA,NA,"Philosophy and Religious Studies","Other",NA,NA,"Governance","Other","Biology","Physics","Mathematics","Chemistry",NA,"Pharmaceutical Sciences","Other",NA,"Youth & Family","Development & Education of Youth in Diverse Societies",NA,"Interdisciplinary Social Science","Cultural Anthropology","Methodology & Statistics","Sociology","Clinical Psychology","Developmental Psychology","Experimental Psychology","Social Health & Organisational Psychology","Other","Biomolecular Health Sciences","Clinical Sciences","Population Health Sciences","Other","Centre for Academic Teaching","University College Roosevelt",NA,"University Library","University Corporate Office","Information Technology Services","Other","Student","PhD/junior/post-doc","Assistant/Associate Professor","Full/Emeritus professor","Teacher/Lecturer","Research supporter","Other",NA,NA,"Video data",NA,"Audio data","Bio-medical samples and data","Physiological measurements","Physical samples",NA,"Geographical data","Other","None","I don’t know what personal data is","Direct identifiers","Sensitive direct identifiers","Demographic information","Sensitive demographic information","Health/physical information",NA,"Derived personal data","Human behaviour","Other","None","DMP","Processing register",NA,"Privacy review ","Access control",NA,"Pseudonymisation/anonymisation",NA,NA,NA,"Privacy training ",NA,"Non-disclosure agreement",NA,"Download/storage control","Other","None","UU network drive","UU cloud drive",NA,"UU device",NA,"UU external disk","Non-UU external disk",NA,NA,NA,"Yes; approved by privacy or ethics",NA,NA,"No",NA,NA,NA,"Which data used","Retention period","Purposes","Processors/controllers","Sharing and reuse","Safeguards","Rights","DPO contact","Regular consent","Further processing consent","Sharing data consent","Other","Not applicable","Not sure","Yes",NA,"No; never heard of it","Not applicable","Yes; RDM",NA,NA,NA,"No",NA,"Yes; within EEA",NA,"Yes; outside EEA without adequacy","No; only within UU",NA,"Other","Pseudonymisation","Privacy officer","RDM/data manager","Data transfer agreement","Data processing agreement","Approved tool","Access without transfer","Standard Contractual Clauses",NA,"None","Not applicable","Yes; whole dataset","Yes; only metadata",NA,NA,NA,"Not anonymised/pseudonymised","Don’t want/need to","Don't know if allowed to","Don’t know how","Too large","No legal basis",NA,"Still working on data","Other","Yes","No",NA,NA,"Faculty website",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RDM support",NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Workshops","Tooling","Information","Walk-ins","Trainings","Support visibility","Support availability","UU-wide policy","Other","Yes",1
"36",NA,"Humanities","Law Economics and Governance","Medicine (UMC Utrecht)","Science",NA,"Veterinary Medicine","Other","None",NA,NA,NA,NA,NA,"History and Art History","Languages Literature and Communication",NA,"Philosophy and Religious Studies","Other","Law","Economics","Governance","Other","Biology","Physics",NA,"Chemistry","Information and Computing Sciences","Pharmaceutical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical Sciences","Population Health Sciences",NA,"Centre for Academic Teaching",NA,NA,"University Library",NA,"Information Technology Services",NA,"Student","PhD/junior/post-doc","Assistant/Associate Professor",NA,"Teacher/Lecturer","Research supporter","Other","Textual data","Tabular data",NA,NA,NA,NA,NA,"Physical samples",NA,"Geographical data","Other","None",NA,NA,NA,NA,NA,NA,"Contact information","Derived personal data","Human behaviour","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retention policy",NA,"Agreements",NA,NA,NA,"Other",NA,"UU network drive","UU cloud drive","Non-UU cloud","UU device","Non-UU device","UU external disk","Non-UU external disk","Other","Not applicable","Yes; myself","Yes; approved by privacy or ethics","Yes; from our department","Yes; UU-wide template",NA,"Don't know what it is","Other","Not applicable","Which data used",NA,"Purposes",NA,"Sharing and reuse","Safeguards","Rights","DPO contact","Regular consent","Further processing consent","Sharing data consent","Other","Not applicable","Not sure",NA,"No; but familiar","No; never heard of it","Not applicable",NA,NA,NA,NA,NA,NA,"Yes; within EEA","Yes; outside EEA with adequacy","Yes; outside EEA without adequacy","No; only within UU","No sharing at all","Other",NA,"Privacy officer","RDM/data manager","Data transfer agreement","Data processing agreement","Approved tool",NA,NA,NA,NA,"Not applicable","Yes; whole dataset","Yes; only metadata","No",NA,"Pseudonymised","Not anonymised/pseudonymised","Don’t want/need to",NA,"Don’t know how","Too large","No legal basis","No anonymisation possible",NA,"Other","No","Not yet",NA,NA,"Faculty website","Intranet","Tooladvisor",NA,"External institution website",NA,"Privacy officer","Legal Affairs",NA,NA,NA,"Information Security","Colleagues","UU training","External training",NA,NA,NA,NA,"Not sure","Workshops","Tooling","Information","Walk-ins","Trainings","Support visibility","Support availability","UU-wide policy","Other","No",1
"37","Geosciences","Humanities","Law Economics and Governance","Medicine (UMC Utrecht)",NA,"Social and Behavioural Sciences","Veterinary Medicine","Other",NA,NA,NA,NA,"Human Geography and Spatial Planning","Other",NA,"Languages Literature and Communication",NA,"Philosophy and Religious Studies","Other","Law","Economics","Governance","Other",NA,NA,NA,NA,NA,NA,NA,"Education","Youth & Family","Development & Education of Youth in Diverse Societies","Clinical Child & Family Studies","Interdisciplinary Social Science","Cultural Anthropology",NA,"Sociology","Clinical Psychology","Developmental Psychology","Experimental Psychology",NA,NA,"Biomolecular Health Sciences","Clinical Sciences","Population Health Sciences",NA,"Centre for Academic Teaching",NA,"University College Utrecht","University Library","University Corporate Office","Information Technology Services","Other","Student","PhD/junior/post-doc","Assistant/Associate Professor","Full/Emeritus professor","Teacher/Lecturer","Research supporter","Other","Textual data","Tabular data","Video data","Images","Audio data","Bio-medical samples and data","Physiological measurements","Physical samples","Code/theoretical models","Geographical data","Other","None",NA,NA,NA,NA,"Sensitive demographic information","Health/physical information",NA,NA,NA,NA,NA,NA,NA,"DPIA","Privacy review ","Access control",NA,"Pseudonymisation/anonymisation","Storage encryption","Transfer encryption","Retention policy","Privacy training ","Agreements",NA,NA,"Download/storage control",NA,NA,NA,NA,NA,"UU device",NA,"UU external disk","Non-UU external disk","Other",NA,"Yes; myself","Yes; approved by privacy or ethics","Yes; from our department","Yes; UU-wide template",NA,"Don't know what it is","Other",NA,NA,"Retention period","Purposes","Processors/controllers",NA,NA,NA,NA,"Regular consent",NA,"Sharing data consent","Other",NA,NA,"Yes","No; but familiar","No; never heard of it","Not applicable","Yes; RDM","Yes; Privacy Officer",NA,"Yes; other","No",NA,"Yes; within EEA","Yes; outside EEA with adequacy","Yes; outside EEA without adequacy","No; only within UU","No sharing at all","Other",NA,NA,"RDM/data manager","Data transfer agreement",NA,NA,NA,NA,"Other",NA,NA,NA,"Yes; only metadata","No",NA,NA,NA,NA,"Don't know if allowed to","Don’t know how",NA,NA,NA,NA,NA,"No","Not yet",NA,"UU website","Faculty website","Intranet","Tooladvisor","DPA website","External institution website",NA,"Privacy officer","Legal Affairs",NA,"Department data manager",NA,"Information Security","Colleagues","UU training",NA,"Cannot find information","Never search information","Other","Not applicable","Sometimes","Workshops",NA,NA,NA,NA,NA,"Support availability",NA,"Other","No",1
"38",NA,"Humanities",NA,NA,"Science",NA,"Veterinary Medicine",NA,NA,NA,NA,NA,NA,NA,NA,"Languages Literature and Communication","Media and Culture Studies","Philosophy and Religious Studies",NA,NA,NA,NA,NA,NA,NA,"Mathematics",NA,NA,"Pharmaceutical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical Sciences","Population Health Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full/Emeritus professor",NA,"Research supporter",NA,"Textual data","Tabular data","Video data","Images","Audio data","Bio-medical samples and data","Physiological measurements","Physical samples","Code/theoretical models","Geographical data","Other","None",NA,"Direct identifiers",NA,NA,NA,NA,NA,"Derived personal data","Human behaviour",NA,NA,"DMP",NA,"DPIA","Privacy review ","Access control",NA,NA,"Storage encryption","Transfer encryption",NA,NA,"Agreements",NA,"Data deletion","Download/storage control","Other",NA,NA,"UU cloud drive",NA,"UU device","Non-UU device",NA,NA,NA,"Not applicable","Yes; myself",NA,"Yes; from our department","Yes; UU-wide template","No","Don't know what it is",NA,NA,"Which data used",NA,"Purposes",NA,"Sharing and reuse",NA,"Rights",NA,"Regular consent",NA,NA,NA,NA,"Not sure",NA,"No; but familiar","No; never heard of it","Not applicable",NA,NA,NA,NA,NA,NA,"Yes; within EEA","Yes; outside EEA with adequacy","Yes; outside EEA without adequacy","No; only within UU","No sharing at all","Other",NA,"Privacy officer",NA,NA,NA,NA,"Access without transfer","Standard Contractual Clauses",NA,NA,"Not applicable","Yes; whole dataset","Yes; only metadata",NA,"Anonymised",NA,NA,"Don’t want/need to","Don't know if allowed to",NA,"Too large",NA,"No anonymisation possible","Still working on data","Other","Yes","No",NA,"UU website",NA,"Intranet","Tooladvisor","DPA website","External institution website","Other website","Privacy officer","Legal Affairs","DPO","Department data manager","RDM support","Information Security","Colleagues","UU training","External training","Cannot find information","Never search information","Other","Not applicable","Not sure","Workshops","Tooling","Information","Walk-ins",NA,"Support visibility","Support availability",NA,NA,"No",1
"39","Geosciences","Humanities",NA,"Medicine (UMC Utrecht)",NA,"Social and Behavioural Sciences","Veterinary Medicine","Other","None",NA,"Physical Geography",NA,NA,"Other","History and Art History","Languages Literature and Communication",NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education",NA,NA,"Clinical Child & Family Studies","Interdisciplinary Social Science",NA,NA,"Sociology","Clinical Psychology","Developmental Psychology",NA,NA,NA,"Biomolecular Health Sciences","Clinical Sciences","Population Health Sciences","Other","Centre for Academic Teaching",NA,NA,"University Library",NA,NA,NA,"Student","PhD/junior/post-doc","Assistant/Associate Professor","Full/Emeritus professor",NA,"Research supporter",NA,"Textual data",NA,"Video data","Images",NA,"Bio-medical samples and data","Physiological measurements","Physical samples",NA,NA,"Other",NA,"I don’t know what personal data is","Direct identifiers","Sensitive direct identifiers","Demographic information","Sensitive demographic information",NA,"Contact information","Derived personal data","Human behaviour",NA,"None","DMP","Processing register",NA,"Privacy review ","Access control","Access logging",NA,"Storage encryption","Transfer encryption","Retention policy","Privacy training ","Agreements","Non-disclosure agreement","Data deletion","Download/storage control",NA,"None",NA,NA,"Non-UU cloud",NA,NA,"UU external disk",NA,NA,NA,NA,NA,"Yes; from our department",NA,"No","Don't know what it is","Other","Not applicable",NA,"Retention period",NA,NA,NA,"Safeguards",NA,NA,NA,NA,NA,NA,"Not applicable",NA,"Yes","No; but familiar","No; never heard of it","Not applicable","Yes; RDM","Yes; Privacy Officer",NA,NA,"No",NA,"Yes; within EEA",NA,"Yes; outside EEA without adequacy",NA,NA,NA,NA,"Privacy officer",NA,"Data transfer agreement",NA,NA,NA,NA,"Other","None","Not applicable","Yes; whole dataset","Yes; only metadata","No",NA,NA,"Not anonymised/pseudonymised","Don’t want/need to","Don't know if allowed to","Don’t know how",NA,"No legal basis",NA,NA,"Other","No","No",NA,"UU website",NA,"Intranet","Tooladvisor","DPA website","External institution website","Other website","Privacy officer","Legal Affairs","DPO","Department data manager","RDM support","Information Security","Colleagues","UU training","External training","Cannot find information","Never search information","Other","Not applicable","(Almost) always","Workshops","Tooling","Information","Walk-ins","Trainings","Support visibility","Support availability","UU-wide policy","Other","Yes",1
"40","Geosciences",NA,NA,"Medicine (UMC Utrecht)",NA,NA,"Veterinary Medicine",NA,"None","Earth Sciences","Physical Geography","Sustainable Development","Human Geography and Spatial Planning","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biomolecular Health Sciences","Clinical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student","PhD/junior/post-doc","Assistant/Associate Professor",NA,NA,"Research supporter",NA,"Textual data","Tabular data","Video data","Images",NA,NA,"Physiological measurements","Physical samples","Code/theoretical models","Geographical data",NA,"None",NA,"Direct identifiers",NA,NA,NA,"Health/physical information","Contact information",NA,"Human behaviour","Other",NA,NA,"Processing register",NA,NA,"Access control",NA,NA,"Storage encryption",NA,NA,NA,NA,NA,NA,NA,"Other",NA,"UU network drive","UU cloud drive","Non-UU cloud","UU device","Non-UU device","UU external disk","Non-UU external disk","Other","Not applicable","Yes; myself","Yes; approved by privacy or ethics","Yes; from our department","Yes; UU-wide template",NA,"Don't know what it is","Other","Not applicable",NA,NA,NA,NA,NA,NA,"Rights","DPO contact","Regular consent","Further processing consent","Sharing data consent","Other",NA,"Not sure","Yes","No; but familiar","No; never heard of it",NA,"Yes; RDM","Yes; Privacy Officer",NA,"Yes; other","No","Not applicable","Yes; within EEA","Yes; outside EEA with adequacy","Yes; outside EEA without adequacy","No; only within UU","No sharing at all","Other",NA,"Privacy officer","RDM/data manager","Data transfer agreement","Data processing agreement","Approved tool","Access without transfer",NA,"Other","None","Not applicable",NA,"Yes; only metadata","No",NA,NA,NA,NA,NA,"Don’t know how",NA,"No legal basis",NA,NA,NA,"Yes","Not yet",NA,"UU website",NA,"Intranet",NA,NA,NA,"Other website",NA,NA,"DPO",NA,"RDM support","Information Security","Colleagues",NA,NA,"Cannot find information",NA,NA,NA,"Sometimes","Workshops",NA,"Information","Walk-ins",NA,"Support visibility",NA,"UU-wide policy",NA,"No",1
"41","Geosciences","Humanities","Law Economics and Governance","Medicine (UMC Utrecht)",NA,NA,"Veterinary Medicine",NA,NA,"Earth Sciences","Physical Geography",NA,"Human Geography and Spatial Planning","Other","History and Art History","Languages Literature and Communication","Media and Culture Studies","Philosophy and Religious Studies","Other","Law","Economics",NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biomolecular Health Sciences","Clinical Sciences","Population Health Sciences","Other",NA,NA,NA,NA,NA,NA,NA,NA,"PhD/junior/post-doc","Assistant/Associate Professor",NA,NA,NA,NA,"Textual data",NA,"Video data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Direct identifiers","Sensitive direct identifiers","Demographic information",NA,"Health/physical information","Contact information",NA,"Human behaviour","Other",NA,NA,"Processing register",NA,NA,NA,NA,NA,NA,NA,NA,"Privacy training ",NA,NA,NA,NA,NA,"None",NA,"UU cloud drive","Non-UU cloud",NA,NA,"UU external disk",NA,"Other",NA,NA,"Yes; approved by privacy or ethics",NA,"Yes; UU-wide template","No",NA,NA,"Not applicable","Which data used",NA,NA,NA,NA,NA,"Rights",NA,NA,NA,"Sharing data consent",NA,NA,"Not sure","Yes",NA,NA,"Not applicable","Yes; RDM","Yes; Privacy Officer","Yes; Legal Affairs","Yes; other","No","Not applicable","Yes; within EEA","Yes; outside EEA with adequacy",NA,"No; only within UU",NA,NA,"Pseudonymisation","Privacy officer",NA,"Data transfer agreement",NA,NA,NA,"Standard Contractual Clauses","Other",NA,"Not applicable",NA,"Yes; only metadata","No",NA,NA,NA,"Don’t want/need to",NA,NA,NA,NA,NA,"Still working on data",NA,"Yes","Not yet",NA,NA,"Faculty website",NA,NA,"DPA website","External institution website","Other website",NA,NA,"DPO",NA,"RDM support",NA,NA,NA,NA,NA,NA,NA,NA,"(Almost) always","Workshops","Tooling","Information","Walk-ins","Trainings","Support visibility","Support availability","UU-wide policy",NA,"Yes",1
"42","Geosciences","Humanities","Law Economics and Governance","Medicine (UMC Utrecht)",NA,NA,NA,NA,"None","Earth Sciences","Physical Geography","Sustainable Development","Human Geography and Spatial Planning",NA,"History and Art History","Languages Literature and Communication","Media and Culture Studies","Philosophy and Religious Studies","Other","Law",NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student",NA,"Assistant/Associate Professor","Full/Emeritus professor","Teacher/Lecturer",NA,NA,NA,"Tabular data","Video data","Images",NA,NA,NA,NA,"Code/theoretical models","Geographical data","Other",NA,NA,"Direct identifiers","Sensitive direct identifiers","Demographic information","Sensitive demographic information",NA,"Contact information","Derived personal data","Human behaviour","Other","None","DMP",NA,"DPIA","Privacy review ","Access control","Access logging","Pseudonymisation/anonymisation","Storage encryption","Transfer encryption","Retention policy","Privacy training ",NA,"Non-disclosure agreement",NA,"Download/storage control","Other","None",NA,"UU cloud drive",NA,NA,"Non-UU device","UU external disk","Non-UU external disk",NA,"Not applicable",NA,NA,NA,NA,"No","Don't know what it is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No; but familiar","No; never heard of it","Not applicable",NA,NA,NA,NA,NA,NA,"Yes; within EEA",NA,"Yes; outside EEA without adequacy","No; only within UU","No sharing at all","Other","Pseudonymisation","Privacy officer","RDM/data manager","Data transfer agreement","Data processing agreement",NA,"Access without transfer",NA,"Other","None",NA,NA,"Yes; only metadata","No",NA,NA,NA,NA,"Don't know if allowed to","Don’t know how","Too large","No legal basis","No anonymisation possible","Still working on data","Other","No","Yes","(Almost) never","UU website",NA,"Intranet",NA,NA,"External institution website","Other website",NA,"Legal Affairs","DPO","Department data manager",NA,NA,"Colleagues",NA,NA,NA,NA,"Other",NA,"Sometimes",NA,"Tooling",NA,NA,NA,NA,"Support availability",NA,NA,"No",1
"43",NA,NA,"Law Economics and Governance","Medicine (UMC Utrecht)","Science","Social and Behavioural Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Law","Economics","Governance","Other",NA,"Physics","Mathematics","Chemistry","Information and Computing Sciences",NA,"Other","Education","Youth & Family","Development & Education of Youth in Diverse Societies",NA,"Interdisciplinary Social Science","Cultural Anthropology","Methodology & Statistics",NA,"Clinical Psychology",NA,"Experimental Psychology","Social Health & Organisational Psychology","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student","PhD/junior/post-doc","Assistant/Associate Professor","Full/Emeritus professor","Teacher/Lecturer","Research supporter","Other","Textual data","Tabular data","Video data","Images","Audio data","Bio-medical samples and data","Physiological measurements","Physical samples","Code/theoretical models","Geographical data",NA,"None","I don’t know what personal data is",NA,"Sensitive direct identifiers","Demographic information",NA,NA,NA,"Derived personal data","Human behaviour",NA,NA,NA,NA,"DPIA","Privacy review ","Access control","Access logging","Pseudonymisation/anonymisation","Storage encryption","Transfer encryption",NA,"Privacy training ",NA,"Non-disclosure agreement","Data deletion","Download/storage control",NA,"None","UU network drive","UU cloud drive","Non-UU cloud","UU device","Non-UU device","UU external disk","Non-UU external disk","Other","Not applicable",NA,"Yes; approved by privacy or ethics",NA,NA,"No",NA,"Other",NA,"Which data used",NA,NA,"Processors/controllers",NA,NA,NA,NA,NA,NA,"Sharing data consent",NA,NA,NA,"Yes","No; but familiar","No; never heard of it",NA,"Yes; RDM",NA,"Yes; Legal Affairs","Yes; other","No",NA,NA,"Yes; outside EEA with adequacy","Yes; outside EEA without adequacy","No; only within UU","No sharing at all",NA,"Pseudonymisation",NA,NA,NA,NA,"Approved tool",NA,"Standard Contractual Clauses","Other",NA,"Not applicable","Yes; whole dataset","Yes; only metadata","No",NA,"Pseudonymised","Not anonymised/pseudonymised",NA,"Don't know if allowed to",NA,NA,NA,"No anonymisation possible","Still working on data",NA,"Yes","Not yet",NA,NA,"Faculty website","Intranet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colleagues",NA,NA,NA,NA,NA,"Not applicable","Not sure","Workshops","Tooling","Information","Walk-ins","Trainings",NA,"Support availability",NA,"Other","No",1
